s1,s2,label,pred
如何下载穿越火线,穿越火线怎么下载挂,1,0
手机刷钻会员怎么刷,手机怎么刷会员,0,1
谁玩混沌与秩序之英雄战歌？,谁会刷混沌与秩序之英雄战歌,1,0
火锅底料什么牌子的好吃,火锅底料清汤的什么牌子好吃,0,1
不能使用的提示是什么呢,请问您的姓名、联系方式、常用的邮箱分别是什么呢？,1,0
有关淘宝客问题,淘宝店的问题,1,0
山间的化石有什么的美称,连山间的化石有什么的美称,1,0
开了淘宝店推广怎么推啊,淘宝客如何推广,1,0
谁知道这是什么笋，叫什么名字？,谁知道这是什么？叫什么名字？,1,0
农作物，土生土长猜一生肖,土生土长猜一生肖？,0,1
侠盗飞车罪恶都市怎么调直升机啊,侠盗飞车罪恶都市的飞机怎么调,0,1
建议您重新注册一个账户后，用您的身份信息认证,这样建议您注册新账户后用您的身份信息重新认证。,0,1
余额宝怎么转账到别人的银行卡,余额宝可以转账到别人的银行卡吗,1,0
金华火腿怎么吃,金华火腿怎么做？,0,1
"昨晚我做了个梦,",我昨晚做了个可怕的梦,1,0
求个百度账号,求个百度云账号,1,0
什么普的净水器,什么净水器好,1,0
北京奥运会鬼的金牌是纯金的吗?,北京奥运会的金牌是纯金的吗？,1,0
大学都有什么专业啊,大学学什么专业,0,1
电磁炉的锅什么牌子的锅好,什么牌子的电磁炉好,0,1
我的世界手机版有没有服务器,我的世界手机版有没有其他的服务器？,0,1
这个是什么牌子的裤子啊？,裤子什么牌子的好,1,0
被封的贴吧怎么取消关注,贴吧怎么取消关注,1,0
姐结婚送什么礼物好？,结婚礼物送什么？,1,0
求押尾的吉他谱,求押尾桑吉他谱,0,1
梦见我死了还结婚,梦见要和死人结婚,1,0
大家论坛怎么没了,论坛怎么进啊,1,0
篮球罚球时能不能起跳？,篮球罚球不能起跳？,1,0
求灌酒女种子,什么是灌酒种子？求个谢啦,1,0
泉州哪里炒的饭好吃,泉州那里有好吃的？,1,0
什么色的丝袜性感,什么丝袜最性感？,1,0
西安哪里最好玩,西安哪里好玩？,0,1
求个免费看漫画的网址,免费看漫画书的地方,0,1
有网络警察吗？,网络警察怎么找,1,0
盗墓笔记有电视剧或电影吗,盗墓笔记是电影还是电视剧,1,0
余额宝存钱利息高吗？安全保障好吗？,现在余额宝存多钱还安全吗？几W,0,1
关于暑假生活的手抄报的内容,我的暑假生活手抄报内容,0,1
广州哪里的自助餐好？,广州哪里有自助餐？,1,0
高分，谁知道她的名字,谁知道这部电影名字~高分悬赏,1,0
谁给推荐几首好歌,谁推荐几首劲爆歌曲？,0,1
黄财神怎样供奉,怎样供奉财神,1,0
斗破苍穹小说,和斗破苍穹一样的小说,1,0
奇瑞瑞虎五怎么样,奇瑞瑞虎怎么样,1,0
关于大脚插件的问题,剑三大脚插件问题,0,1
电风扇的扇叶怎么拆？,家用小电扇扇叶、电机怎么拆下来,0,1
百度知道真的可以赚话费吗？,百度知道送话费是真的吗,0,1
天天风之旅怎么刷？,天天风之旅怎么玩,0,1
哪里有被网的信鸽买,哪里有信鸽卖,0,1
鹤发童颜的动物是什么,欲钱买鹤发童颜的动物是什么生肖,0,1
今年夏天最流行的服装款式是什么,今年夏天流行什么款式的衣服《女装》,0,1
留不住的人叫什么人,留不住的是什么,0,1
小学语文知识大全。,小学语文知识大全在哪买,0,1
苹果手机丢了怎么定位用ipad找回,苹果手机丢了怎么定位找回,1,0
假如你有一个亿你会怎么花,我有一个亿该怎么花,1,0
爸爸去哪儿有第三季吗,爸爸去哪儿第三季会有谁,1,0
我的世界材质包怎么下,我的世界这个是什么材质包,1,0
林冲屬什么生肖,林冲是什么生肖？,1,0
这个充电宝怎么用？,怎么拆充电宝,1,0
我是歌手直播在哪看,我是歌手第二季在哪里看,1,0
如何写国旗下的宣誓,在国旗下怎样宣誓？,1,0
吉他伴奏的歌。,那些年吉他伴奏谱,1,0
矿泉水要烧开喝吗,矿泉水可以烧开喝吗,0,1
淘宝客赚钱吗？,做淘宝赚钱吗,1,0
全职妈妈适合做什么小生意,全职妈妈适合做什么工作,0,1
脑筋急转弯，什么腿最长？,什么最长(脑筋急转弯),1,0
谁知道哪里有厨师要找工作,厨师找工作去哪里发帖子,1,0
现在有什么好电视剧？,现在什么电视剧看的人最多,1,0
剪短头发适合么,头发多适合剪短发吗,1,0
淘宝里如何隐藏交易记录,如何查看隐藏的淘宝购买记录,1,0
谁告诉我她叫什么名字,谁告诉我他叫什么名字？,1,0
黑名单怎么解除,如何解除敢聊黑名单,0,1
最新奥林匹克精神是什么,奥林匹克精神是什么呀！,1,0
北大和清华哪个好？,北大和清华哪个好？为什么？,0,1
深圳哪个人才市场又大又好啊,深圳人才市场,1,0
这个头像是什么动漫人物？,求这个动漫人物头像,0,1
哪个手机电影软件下载源最多,手机看电影下载哪个软件好,1,0
这个邮件的有效期是只有7天的,这个邮件的链接是7天有效期,0,1
我的世界自己建的城市种子,求我的世界城市种子,1,0
血虚吃什么药,肝血虚吃什么,1,0
汽车挂件挂什么好？挂香水怎么样？,汽车挂件挂什么好？,1,0
人生都是完美的吗,不完美，才叫人生吗？,1,0
如何下载手机英语词典,如何下载oppo手机英语电子词典,0,1
医学伦理学之案例分析，各位大侠赏脸指教下咯！,医学伦理学案例3则，急求分析，谢谢！,0,1
我适合齐刘海还是空气刘海？,适合流刘海吗空气刘海,1,0
一个女人沉默代表什么？,女人沉默的背后代表着什么。,0,1
脸上的痘痘印怎么去掉啊,怎么可以把脸上的痘痘去掉呢,1,0
怎么刷手机流量,手机怎么可以自己赚流量,1,0
最好唱的歌曲有哪些呢,最好听的歌曲有哪些？,0,1
日语“可爱吗？怎么说？,日语可爱怎么说,1,0
非常抱歉给您添麻烦了，没有信息小二是无法为您查询的,非常抱歉给您添麻烦了，这个是无法核实的，这个是不显示的,1,0
最美的时候是什么时候,最美的是什么？,0,1
"有没有学法律的或者律师朋友,求教个问题",有没有律师专业法律人员帮忙解答一下,0,1
请问您的商品是使用花呗付款的吗？,请问您的商品支持花呗付款吗？,0,1
胃火大，吃什么好？,胃火大吃什么药,0,1
我的档案在哪里？,怎样查自己档案在哪里,0,1
好打一成语猜谜语,猜谜语，成语！,0,1
今天有什么好电影？,今天用什么看电影,1,0
你们玩不玩节奏大师,谁会玩节奏大师,0,1
为什么淘宝上没有卖烟的,为什么淘宝等网站都没有卖烟的，怎么在网上买烟,0,1
这个图片出自动漫？,这个图片出自那个动漫,0,1
最挣钱的工作是什么？,啥工作挣钱呢？,0,1
为什么天天酷跑一进去就退出,为什么我的天天酷跑进去就弹出来了,1,0
"苹果4手机掉了,怎么定位找回",我的苹果5手机掉了，怎么定位找回？,1,0
老鼠除了猫还怕什么,老鼠怕什么,0,1
江苏海事职业技术学院怎么样？请教高手,江苏海事职业技术学院怎么样啊？,0,1
我有小肚子，怎么收,怎么瘦腰和小肚子,0,1
还有什么方法？,有什么好的祛痘印方法,1,0
我的世界如何远程联机手机版,我的世界手机版谁能和我远程联机,1,0
梦见从高处掉下来,梦见自己从高处掉下来被土埋,1,0
最近有什么好电影,最近有什么号看的电影,1,0
现在哪里能看继承者们全集,继承者们全集韩语中文字哪里有,1,0
大话西游插曲是什么歌,新大话西游的插曲是什么啊？,0,1
为什么商店关门又叫打烊？,为什么餐厅关门叫打烊？从何而来？,0,1
微信语音没有声音怎么办,微信语音没声音,1,0
做火腿，用的是什么肉？,火腿是什么肉,1,0
您好，很高兴为您服务，请问有什么可以帮助您的？3,您好，云在线7499很高兴为您服务，希望我的服务可以让您满意。,1,0
怎么才能天天赚钱。,天天微赚怎么赚钱,0,1
抽烟对身体有什么危害,女生常时间抽烟有什么危害、,0,1
剪纸怎样剪,怎样学剪纸,1,0
二进制与十进制的转换,十进制转换为二进制,1,0
图片上这个男的是谁？,这个图片中的人是谁？,0,1
冬天用什么护肤品好？,男士冬天用什么护肤品好,0,1
远程软件有哪些？,远程软件有哪些啊，哪个好,0,1
今晚世界杯哪两队比赛,6月13日今晚世界杯哪两个球队比赛,0,1
望洞庭的白银盘里一青螺是什么意思,白银盘里一青螺的青螺是什么意思,1,0
如何鉴别金项链,怎么鉴别白金项链,1,0
头发短又少适合什么发型,头发少的人适合什么发型,0,1
我的世界手机版地狱,手机版我的世界地狱怎么建,0,1
南昌米粉怎么做,南昌米粉的粉是怎么做的,1,0
世界上谁的头力气最大？,世界上力气最大的人是谁,1,0
美菱冰箱怎么样?想买个变频的冰箱求推荐,国内美菱冰箱怎么样，家里买房子，想买一款。,1,0
怎么加好友啊,怎么加自己为好友,0,1
日语的谢谢怎么写,谢谢你，日语怎么说。,1,0
口袋妖怪游戏哪个版本最好玩？详细在下面。,口袋妖怪单机版有哪些版本！哪几种版本最好玩！,0,1
干什么人在家里就能赚钱的。,有没有在家里就能做的工作,0,1
插菊花舒服吗,爆菊花舒服吗,1,0
谁有这张高清大图！,求杨幂这张高清大图,0,1
天津解放军军事交通学院,中国人民解放军天津军事交通学院,0,1
婚礼上适合唱什么歌啊？,婚礼上伴郎适合唱什么歌曲,1,0
什么播放器放电影最好,什么播放器放电影最流畅,0,1
帅哥是谁？,谁是帅哥？,0,1
网上有什么好看的电影网址,现在有什么好看的电影。,1,0
找工作电焊那里要人啊,电焊工作怎么找,1,0
什么牌子的眼霜比较好用，25岁用的。,什么牌子的眼霜好用啊！,0,1
咸鳗鱼干怎么做好吃,干鳗鱼怎么做才好吃,1,0
为什么苹果手机一直是耳机模式,苹果手机出现耳机声音模式是怎么回事,0,1
这个头像的情侣头像,有不有这个头像的情侣头像,0,1
推荐几部关于法律的书籍,推荐一些法律入门书籍,1,0
手机无法开机怎么办？,手机流量用不完怎么办？,1,0
粉红色背景搭配什么颜色最好看,粉色和什么颜色搭配最好看呢,0,1
什么牌子的面膜,这是什么牌子的面膜,0,1
百度视频为什么不能快进,为什么有得视频不能快进,1,0
这个是谁？那个动漫的人物？,这个女的动漫人物是谁？黑直长,1,0
去上海怎么找工作？,到上海找工作,0,1
天天飞车用叉叉助手怎么改,叉叉助手怎么刷天天飞车,1,0
图片上的是哪一部动漫,下面图片是哪一部漫画的,0,1
亲爱是什么意思,亲爱的是什么意思.?,0,1
可以注册德甲联赛吗？,德甲联赛可以怎么注册？,1,0
有没有可以上传歌曲的网站?,有什么网站可以上传歌曲的,0,1
我是歌手第二季在哪里能看,我是歌手第二季,0,1
怎么才能变成帅哥,让我怎么样变成帅哥,0,1
围巾织什么花样的好看点呢。,系围巾有什么好看的花样,0,1
可爱卡通图片有哪些,最可爱的卡通图片,0,1
求剑灵天族数据,求这个剑灵天族的捏人数据。,0,1
怎么让一个人爱上你？,如何让一个女孩子喜欢上自己，,0,1
中国福利彩票网,中国福利彩票。,1,0
孕妇可以吃香蕉吗？,孕妇可以多吃香蕉吗,0,1
双色球一等奖我中了,双色球一等奖,0,1
深圳哪里可以摘草莓？,深圳哪里可以摘草莓,0,1
一个卡通人物叫什么森,它叫什么名，一个卡通人物,1,0
给我的龙凤胎宝宝起个好名字,我性郑想给我的龙凤胎宝宝取个名字,0,1
有关于感恩的歌曲,关于感恩的歌曲有哪些,0,1
姐姐的女儿叫什么,姐姐的女儿我叫她什么,0,1
时空猎人，刷魔晶。怎么刷。,时空猎人怎么用小号刷魔晶2015,0,1
南充那里可以学烧烤,南充哪里可以烧烤,0,1
足浴粉哪个牌子好！,足浴器哪个牌子好,1,0
长痔疮吃什么药才能好？,痔疮吃什么,0,1
身份证过期了怎么补办,身份证快过期了怎么补办,0,1
麻痹是什么意思,你麻痹是什么意思,0,1
我注册了百度贴吧为什么不能发帖呢,为什么在贴吧不能发帖,1,0
孕妇吃什么能让羊水多,孕妇羊水少吃什么好,1,0
什么样的节奏才是最摇摆是什么歌,什么样节奏才是最摇摆,0,1
烤土豆减肥么,吃土豆可以减肥吗,1,0
神雕侠侣陈晓版每周几更新,神雕侠侣陈晓版星期天更新吗,0,1
青春校园的小说,寻青春校园小说,0,1
洗发水什么牌子好,你用的洗发水是什么牌子的？,1,0
红包怎么提现,抽的红包怎么提现,0,1
这个动漫人物叫什么,这个人物是哪个动漫里的,0,1
有没有什么婚恋网免费的,有没有什么真正的婚恋网站吗，靠谱的,1,0
凤凰传奇玲花,凤凰传奇的玲花和谁结的婚,0,1
有没有和鬼咒一样的捉鬼小说,有没有像《星辰变》一样的小说？,1,0
关于一个网站,赐我一个网站吧,0,1
显卡驱动装不了,显卡驱动不了,0,1
平安保险好做吗,做平安保险好吗,0,1
拿别人驾驶证扣分需要本人去吗,驾驶证扣分后，年审需要本人去吗,0,1
什么云音乐播放器最好,什么音乐播放器最好用,1,0
快递都是怎么收费的？,韵达快递收费是怎么收的,1,0
你喜欢杨幂吗？为什么？,大家喜欢杨幂吗？,0,1
穿越火线怎样刷英雄级武器？,穿越火线怎样卡英雄武器？,1,0
天书奇谈怎么看水魔爆,天书奇谈怎么拿水魔暴？,1,0
这个无线鼠标怎么用,无线鼠标怎么关啊,1,0
孕妇能喝核桃露吗,孕妇能喝核桃露杏仁吗,1,0
哪种紧急避孕药最好？,哪种紧急避孕药不伤身体,1,0
什么时候世界杯才会在中国举办啊,世界杯什么时候会在中国举行？,0,1
什么鸭子两条腿走路？,什么鸭子两条腿~,0,1
齐齐哈尔大学什么专业好,齐齐哈尔大学有什么专业,1,0
到厦门什么快递？,厦门本地用什么快递,0,1
穿什么裤子好看,又矮又胖的人穿什么裤子好看,1,0
天天酷跑现在开什么挂不被封,天天酷跑现在有什么挂,0,1
女人的妣长什么样子,女人的逼是什么样子的,1,0
怎么改变图片的格式？,电脑上的图片怎么改变格式呀,0,1
世界经典文学名著系列,世界文学经典名著,0,1
这个歌词什么意思？,《什么都可以》歌词是什么意思？,0,1
春秋航空的飞机怎么样？,春秋航空怎么样~安全性,1,0
百度影棒怎么用，有什么用,百度影棒2s+怎么用手机操作,1,0
单机游戏哪里下载好,哪里有老单机游戏《丽兽》下载？,1,0
看世界杯有什么意义？,世界杯的意义是什么,0,1
在韩国哪里容易被星探发现？,在韩国怎样会被星探发现？,0,1
滴答滴答滴答,的滴答滴答滴答的,1,0
请问是什么页面提示您上传身份证的呢,请问页面提示您上传的是什么证件？,0,1
女生被草什么感觉,女生被插什么感觉？,1,0
怎么玩五子棋啊？,如何下五子棋才能赢,0,1
您不是退到银行卡的吧,不是到您的银行卡的,1,0
游戏帧数问题,关于游戏的问题,1,0
手机停机了，网上则么充值？,已停机的手机，能在网上充值吗？,0,1
吃什么补铁好,说什么可以补铁,0,1
汽车刮痕怎么处理？,汽车刮花怎么处理？,0,1
吃什么补肾壮阳？,泡什么酒补肾壮阳,1,0
音乐播放器哪个用,关于音乐播放器,0,1
英雄联盟蛮王死后刀插在哪,英雄联盟，蛮王,1,0
酒后驾车依据法律要受到什么处罚,酒后驾车行政处罚的标准是什么,0,1
接吻有几种方式,身上有小红点,1,0
孕妇能吃石榴吗？,孕妇能吃石榴籽吗,1,0
杭州银行流水找谁可以办,杭州银行流水在那里可以办,0,1
群雄纷争的意思?,群雄纷争纷的意思,0,1
看图片请问这是什么花,请问这是什么树？见图片,1,0
大自然的秘密指什么,大自然的秘密还有什么？,1,0
您好，快捷支付限额是由系统判断的，网银限额是银行操作的,您使用的快捷支付还是网银支付的呢^_^,1,0
我的电驴怎么连接不上了?,在局域网上我的电驴怎么不能连接不上,0,1
避孕套尺寸怎么看,怎么选避孕套尺寸,0,1
我的世界钻石怎么挖,我的世界怎么刷钻石,1,0
请问这几个盆栽植物的名字叫什么,求这两个盆栽植物的名字,0,1
肾阳虚什么药最好,肾阳虚用什么参最好,1,0
这是什么熊表情啊各位亲,这是什么的表情包？,1,0
呆呆播放器是怎样下载的,呆呆播放器手机安卓版怎样下载,0,1
凤梨是什么？,凤梨是什么药,0,1
千古风流人物有哪些,论千古风流人物,0,1
您是按上面的流程操作的吗,请问都是按照这个流程操作绑定这个银行卡操作的吗？,0,1
绝味鸭脖加盟费多少,绝味加盟费多少,1,0
云南普洱茶厂哪家的口味比较好？,云南哪个厂家生产的普洱工艺茶较好?,1,0
小叶紫檀手串,小叶紫檀手串吧,0,1
以身殉什么成语,成语以身什么国,1,0
大学生通过什么赚钱？,大学生网上做什么赚钱,1,0
爸爸去哪儿第三季什么时候出,爸爸去哪儿会拍第三季吗？,1,0
这是什么动漫里面的,这是什么动漫还是什么里面的图。,0,1
哪个软件可以领移动流量？,什么软件可以送流量？移动卡！,0,1
一般关系女同事生日送什么礼物好,女同事过小生日送什么礼物,1,0
准确值什么意思,准确什么意思,1,0
你烦恼的肌肤问题有哪些？,你最烦恼的肌肤问题是什么？,0,1
手机电池容量怎么读,手机电池容量怎么算,1,0
网上兼职刷钻是真的吗,网上的兼职是真的吗,0,1
可以的，后续不可以，从新联系我们一下吧，请问还有什么可以帮到您？,有事可以随时再来咨询我们。那请问还有什么可以帮您的吗？,0,1
摩尔庄园毛毛脚足迹在哪？,摩尔庄园毛毛部落在哪,1,0
您好，您只需在3分钟内回复一下即可（防止断线）,好的，麻烦您了，麻烦您在四分钟左右我们就交流一次，防止掉线。,1,0
受益匪浅是什么意思？,受益匪浅的益是什么意思,1,0
初解禁什么意思,解禁什么意思,1,0
火车票能网上改签吗,网上买的火车票可以改签吗？,0,1
开出租车需要什么手续多少钱,自家出租车需要办什么手续吗？,1,0
游戏交易平台哪个好？,卖游戏号上哪个交易平台,1,0
现在美发店的生意好不好，开美发店赚不赚钱？,现在开一家好一点的美发店赚钱吗？,0,1
迈腾帕萨特哪个贵,帕萨特和迈腾哪个好？,1,0
恐怖点的网站,最恐怖的网站,1,0
手机免费电话软件哪个好,现在网络电话哪个软件比较好，打电话不要钱的,0,1
我爱读书手抄报,读书的手抄报,1,0
怎么改密码箱密码,密码箱密码怎么解，急,1,0
脸上的痘疤怎么去,脸上的痘坑痘印怎么办？,0,1
就是可以这么任性,我就是这么任性,1,0
人体悬浮术如何练习。请高人指点。,人体悬浮术是如何产生的，普通人可不可以学会,0,1
电钻什么牌子好,手电钻什么牌子好,0,1
为什么帅哥都不喜欢我,为什么有很多帅哥喜欢我我却不喜欢他,0,1
七人魔法使什么时候更新,七人魔法使什么时候更新第九集,1,0
什么美图软件能弄这个,美图软件有什么？,0,1
陆金所p2p网贷安全吗？陆金所靠谱吗？,陆金所怎么样？安全吗？,0,1
陈世美属什么生肖？,陈世美指什么生肖,1,0
十二生肖今晚开什么码,今晚十二生肖买什么码,1,0
串联法和并联法的区别,并联电路和串联电路的区别,0,1
这是哪个型号的？,这是什么车型号多少,1,0
你是在义乌做什么工作的呀？,在义乌廿三里做什么工作好,1,0
老农民公社跟谁结婚了,老农民马公社跟谁结婚了,1,0
现货原油投资、前海油投资哪个平台好,现货原油平台哪个比较好,1,0
伴娘礼服，怎么搭配呀,白色伴娘小礼服怎么搭配首饰,0,1
送围巾什么意思,围巾的意思是什么？,1,0
你造吗是什么意思？,我宣你，你造么。是什么意思,0,1
电信光纤和宽带有什么区别！,宽带光纤跟不是光纤的什么区别。,1,0
像竹子一样的植物叫什么,竹子是什么植物,1,0
关于老师的作文该怎么写,关于老师性格的作文怎么写,0,1
短发都有什么发型？我适合那种？,我短发适合什么样的发型？,0,1
峨眉山在哪个区,峨眉山在哪个市？,0,1
女孩子最喜欢听什么话呢,女孩子最喜欢什么？,1,0
域名备案不通过问题,关于域名备案的问题。,1,0
我用韩语怎么写,我用韩语怎么说,1,0
跳长绳怎么出来,怎么跳长绳啊,1,0
柠檬可以和茶叶一起泡水喝吗,柠檬和菊花可以一起泡水喝吗,0,1
这个男生发型怎么做,男生怎么自己做发型,0,1
烧纸钱的封皮怎么写,给死人烧纸封皮咋写,0,1
手机怎么搜二维码,怎样用手机扫二维码,1,0
斗罗大陆漫画更新,斗罗大陆漫画那时更新,0,1
潮男衣服搭配问题,衣服搭配的问题,1,0
求另一张情侣的猫头像,情侣头像，另一张！谢谢！,1,0
恩呢，您先不要着急，我这边给您转接对应工作人员，您看尅吗,好的您不要着急小二这里给您转接相关工作人员核实下哦,0,1
虎扑怎么上传视频到我的空间,怎么上传视频到空间,0,1
好的视频下载软件,视频下载软件哪个快,0,1
鼻子流血怎么回事,猪鼻子流血怎么回事,0,1
深圳园博园要门票吗,深圳《圆博园》要门票吗？,1,0
在农村种一些什么树最赚钱啊,农村做什么最赚钱？,1,0
怎么升级贴吧的等级,等级怎么升级,0,1
吃什么可以化痰,吃什么可以通便润肠,0,1
怎么样吃胡萝卜才有营养呢？,胡萝卜苗怎么吃更有营养,1,0
晚上吃什么可以减肥？,晚上喝什么茶减肥,1,0
要过年了卖点什么好,过年卖点什么吃得好,1,0
橄榄油过期了还能用吗,橄榄油过期了可以吃吗,1,0
饰品在哪里可以进货,去哪里进货小饰品,0,1
关于张靓颖的,张靓颖《画心》的谱,1,0
哪款天气预报软件最好用？,哪款手机天气预报软件准确啊,1,0
这些那个漫画或动漫？,哪部动漫？、、？,0,1
那一个巧克力好吃,好吃的巧克力,1,0
我们什么时候放假？,我什么时候放假？,1,0
种子怎么播放,别人给的种子怎么播放啊,0,1
这种情况真的很抱歉呢。,很抱歉，对于这样的情况,0,1
笔记本电脑开不了机,笔记本电脑上不了网了,1,0
泡泡堂的刷段外挂是什么？,泡泡堂有些什么外挂？,0,1
孕妇可以吃自己做的仙草冻吗,仙草蜜孕妇可以吃吗,0,1
欧莱雅的化妆品怎么样？,25岁用欧莱雅的化妆品怎么样,0,1
最火的歌是什么,线在什么歌最火,1,0
人生寂寞如雪,人生为何寂寞如雪,1,0
半身头像情侣女的,情侣头像半身,1,0
生存战争怎么去村庄,生存战争小村庄如何找,0,1
这是什么动画片,这是那个动画片,0,1
我的世界手机版存档怎么用,我的世界手机版怎么传存档？,1,0
头发比较干燥怎么护理,烫后头发干燥怎么护理,1,0
最近有什么好的电视剧,最近有什么电视剧,0,1
雀是什么结构的字,雀，录，臣各是什么结构,1,0
什么样的房子不能住人,什么样的房子不能买？,1,0
山楂可以怎么减肥啊,山楂可以减肥吗,1,0
初一期中考试题,初一期中考试,1,0
温州那里有卖烧烤架？,温州哪里有烧烤买,0,1
求这几张动漫图片的出处,求这几张图片的动漫名,1,0
相似三角形的性质,用相似三角形的性质做,1,0
您好，这边核实您的账户需要使用另一个认证的账户关联认证的,您好，这个是需要您用认证的账户关联认证现在的账户的。,1,0
苹果煮了吃有什么作用,苹果蒸熟吃有什么作用,1,0
这件事让我感动,这件事让人感动。,1,0
中国哪个省的人最坏？,你们说中国哪个省的人最坏？,0,1
最近有什么歌好听,最近有什么新出来的歌好听啊,0,1
想找个人教我聊天。,找个人聊天，,1,0
女士短发什么颜色好看而不妖艳图片,短发女生染什么颜色头发好看,0,1
为什么那么多人喜欢刘德华,现在90后喜欢刘德华的多吗，为什么,0,1
这什么意思，男朋友发的,男朋友是什么意思？,1,0
韩语加油怎么写,加油韩语怎么说,1,0
怎样扣个人所得税,个人所得税怎样交,0,1
辛苦您提供下您的收支明细的页面截图，您提供的是交易记录的,请您提供收支明细的截图，不是交易记录的截图，辛苦您了。,1,0
你们怎么不去死,你怎么不去死呢,1,0
破洞牛仔裤怎么做,牛仔裤破洞，怎么缝,0,1
谁知道有这部电视剧，,不知道这部电视剧叫什么,1,0
照样子写词语：扑踏扑踏,照样子写词语}！,0,1
2012年奥运会在哪个地方举行？,2012年奥运会在哪个国家举行？,0,1
郑州哪个批发市场得衣服拿货比较便宜？,郑州批发衣服那个市场最便宜？,0,1
淘宝退款要多久,淘宝退款后，多久才到账,1,0
爸爸去哪儿有第三季吗,爸爸去哪儿第三季,0,1
怎么取消禁止安装软件,怎么禁止软件的静默安装,1,0
南京大学与东南大学哪个好,南京大学和东南大学，哪个校园漂亮,1,0
为什么网站打不开,为什么我的快钱网站打不开,1,0
什么样的手机主题最好看,哪个网的手机主题最好看,1,0
杜甫登楼登的是哪个楼,关于杜甫的《登楼》,0,1
怎么把视频倒过来,怎么把视频正过来,0,1
爸爸去哪儿吴镇宇戴的表,吴镇宇爸爸去哪儿,0,1
三角形的周长是指什么,三角形的周长=什么三角形的面积=,0,1
有哪些公益广告,长的公益广告词,1,0
用醋洗脸有什么好处吗？,用醋洗脸是有好处还是有坏处,0,1
斗罗大陆续集有哪些,斗罗大陆所有的续集都要,1,0
这个书包是什么牌子的，,什么牌子的书包好,1,0
a种子下载地址有么？好人一生平安,5种子下载地址有么？好人一生平安,1,0
为什么没人喜欢我啊,没人喜欢我怎么办？,1,0
快过生日了，想发表说说，怎么写,自己过生日，如何发表说说,0,1
问一下有什么软件可以下载唯美，漂亮的图片。,手机下载高清图片用什么软件,1,0
照样子写词语：扑踏扑踏,照样子写词语：,0,1
罪恶都市怎么搞飞机,罪恶都市飞机怎么抢,1,0
新店开张送什么花,新店开张摆什么花,0,1
简短好听的情侣网名,简单好听的情侣网名,0,1
男人喜欢什么礼物,男生(高中)都喜欢什么礼物啊,0,1
在家带孩子。想兼职。,在家带孩子，没工作，做什么好呢,0,1
你白和杜甫被称为什么？,杜甫被称为什么,0,1
怎么改淘宝昵称,怎么修改淘宝用户名,0,1
上海话搞伐好了是什么意思,上海话的好伐是什么意思。,1,0
杨幂和唐嫣哪个漂亮,杨幂和唐嫣谁最漂亮？,0,1
高血压的症状会出现什么,高血压的早期症状是什么,0,1
苹果六越狱好吗,苹果越狱后好吗,0,1
谁知道这是什么动漫？,这是什么游戏或者动漫里的吗,0,1
苹果手机短信删除了怎么能恢复短信,苹果手机怎么查已经删除的信息,0,1
《狼牙》中这个演员是谁？,演员是谁？,1,0
明晓溪的小说都有什么,有什么好看的言情小说啊，明晓溪写的都看了,0,1
怎么才能用手机买火车票,火车票在手机上怎么抢啊,0,1
为什么我找不到对象啊？,找不到对象怎么办！,1,0
福州有到广州的火车吗,福州北又到广州的火车吗,1,0
烟台有什么好玩的地方,烟台什么地方最好玩，怎么走？,0,1
南京的洗浴，哪里有？,南京洗浴哪里好,0,1
这个烟多少钱一包？,这个是多少钱一包啊？,0,1
怎样让腿变长？,怎么让脚变长？,0,1
春节放假值班工资怎么算,2014年春节放假工资怎么算,1,0
及加上不同的偏旁,加上不同的偏旁,0,1
天仙配是什么剧,天仙配是什么戏,0,1
胃在左边还是右边,左边还是右边？,1,0
人们根据蝴蝶的翅膀发明了什么,人们根据动物发明了什么,1,0
女生喝什么茶对皮肤好,女生喝什么对皮肤好？,0,1
请问是什么时间退款成功的呢？,如果是这样，您退款成功时间显示是什么时候呢？,0,1
泺口服装批发市场,服装批发市场,1,0
为什么现在打工钱那么难赚。,为什么现在钱越来越难赚了,1,0
男生和男人有什么区别,男生与女生有什么区别,0,1
"我喜欢一个比我大20岁得男人怎么办,他有老婆",我喜欢上一个比我大而且有老婆有孩子的男人,0,1
带有数字的成语有什么,带有数字的成语什么方什么计,0,1
淘宝小号怎么实名认证,淘宝小号怎么现在登录要实名认证,0,1
我的世界手机怎么远程联机啊,谁能玩我的世界手机版？远程联机,0,1
医保卡的钱可以换现金吗,医保卡可以取现金吗,1,0
红茶来姜可以减肥吗,喝红茶可以减肥吗？,1,0
"建行理财产品怎么样,具体都有哪些",建行最新保本理财产品有哪些,1,0
现在什么手机好,现在人都用什么手机,0,1
立秋吃什么,立秋吃什么豆,1,0
这部电视剧叫什么,这个那部电视剧里的,0,1
杨幂都演过哪些电影,杨幂演过的鬼电影有哪些,1,0
天天飞车用手机怎么开挂？,天天飞车怎么开挂刷分,1,0
吃什么补叶酸,吃什么叶酸好？,0,1
像什么一样的小河,小河像什么？,1,0
什么软件可以送流量？移动卡！,什么软件可以替代移动流量仪,1,0
男生戴什么帽子好看？,头小的男生带什么帽子好看,1,0
手机号码怎么查询身份证,如何用身份证查询手机号码,1,0
女的去酒吧跳什么舞,在酒吧跳什么舞,1,0
百度知道推广,百度知道能否做推广,1,0
